author,date,score,review
Rbar41,4 years ago,5,My 7+ Rottie has on this brand fr many years. 
Rottie,3 years ago,5,Great line of dog food for your 4-leg friend! 
C05TC0xxxB4B3xxx69,a year ago,5,Dog has great poops... Weight hasn't changed. 
Jason m,a year ago,5,My dogs love this food and it’s good for them 
sddunk,4 years ago,5,My dog doesn't turn his nose up at this food. 
Kathy,5 years ago,5,Prompt and easy delivery. Dogs love the food. 
Megan,5 years ago,5,my dogs love this food and i love the price! 
Lablover,5 years ago,5,Great food for my 3 year old yellow male Lab 
Janette,5 years ago,5,Heavy dog lost weight and is more active now 
Freddie,3 years ago,5,My two 11 year old Labs love this dog food. 
Dado,2 years ago,5,"Have used this for years, food my Pit loves "
Christine,5 years ago,5,My doggies love it.  They giggle it all up. 
savsgram,2 years ago,5,Our dog loves this. Cleans the bowl quickly 
Gwenna,4 years ago,5,"My dogs love this, and it is good for them. "
Amys,9 months ago,5,Love your your store and quick deliveries. 
Henry,2 years ago,5,"It's great dog food, my picky dog loves it "
Customer,4 years ago,4,Rosie likes it but Rosie will eat anything 
Tim B,3 years ago,5,Great quality and value.  My dog loves it. 
AlfaDawg,5 years ago,5,"If my dogs like it plain, it must be good. "
Chouse26,2 years ago,5,Good for controlling my Labrador’s weight 
Pauline,2 years ago,5,It is helping my dog keep his weight down 
Anonymous,4 years ago,5,Noticed that my dog is not gaining weight 
Jerry,5 years ago,4,Perfect for controlling the dog's weight. 
Mia S,11 months ago,5,Our dogs do very well with this dog food. 
Mwit,3 years ago,3,It s way cheaper to purchase in the store 
Sharon,3 years ago,5,Dogs healthy and happy.  Lots of energy. 
PMA91311,4 years ago,5,Have been using this product for years. 
MeeMaw,4 years ago,5,My dogs love it. Good quality dog food. 
Terry,a year ago,5,my dog gobbled it up like it was candy! 
Dave,3 years ago,1,way overpriced-get at warehouse for $25 
Abrowne1950,3 years ago,4,"My dog eats it, but he eats everything. "
PamEav,2 years ago,5,Timely delivery right to my front door! 
beno,6 years ago,5,bought this last month my dog loves it 
Stan,2 years ago,4,Good to bring my Golden’s weight down. 
Ellen,2 years ago,5,My dog loves it and it’s vet approved! 
Thomas,3 years ago,5,Good product and able to order on line 
Timotayo,10 months ago,5,Always good. All 3 of my dogs love it. 
JLP1,3 years ago,5,Dog likes it and is doing well on it. 
Michelle,2 years ago,2,My dogs Lab and boxer do not like it. 
boagie,6 years ago,5,Keeps the weight down on my black lab 
William,a year ago,5,Great value as my large dog loves it! 
Wrigley man,6 years ago,5,Most important my dog enjoys the food 
5150dude,6 years ago,5,The little monsters seem to like it. 
Michael,3 years ago,3,Makes my golden retriever itch a lot 
fifi1,4 years ago,5,Try it for lunch - you will like it. 
Knoxville,a year ago,5,Way better than pedigree and cheaper 
CJ Aliseo,3 years ago,5,Love this dog food and so my pitbull 
CathyD,2 years ago,5,Dogs love it and it’s a great price. 
Kim H,a year ago,2,Price was good but made my dog sick 
Maev,6 years ago,5,"Dog likes flavor,  healthy formula. "
Gfol,a year ago,5,Definitely a good option for my dog 
Anonymous,4 years ago,4,It was delivered and came in a box. 
FJT23635M,2 years ago,5,8 year old German Shepard loves it! 
Simon,2 years ago,5,The only good I would feed my pups! 
SLM1,2 years ago,5,Recommended by vets and our  DOGs! 
Matthew,2 years ago,1,Bag came in busted in shipping box 
Toni,a year ago,5,Love this kibble and so do my dogs 
Birdman,2 years ago,5,Best food for my always hungry lab 
DOG LOVER,5 years ago,5,VERY HEALTHY AND BALANCED DOG FOOD 
Mamamia,4 years ago,5,Our dogs love this type dry food! 
madman,6 years ago,5,good product feed it all the time 
Roger osteen,3 years ago,5,Because it has more meat products 
Ruth,a year ago,5,"Excellent results, healthier dog "
Stagecoach Texas,6 years ago,5,Good product I will buy it again 
Jimbo,3 years ago,5,Excellent food My two dogs love 
Jbjkk,4 years ago,5,Great dog food at a great price 
gourmet services,5 years ago,5,it's dog food. It came on time 
Love my family,2 years ago,5,Great value and healthy choice 
Laura,4 months ago,5,Good formula for our aging Lab 
Gina,2 years ago,5,Great quality premium dag food 
Sue R,4 years ago,5,Good ingredients listed first. 
Paddy,5 years ago,5,The dogs have loved for years. 
Anonymous,2 years ago,5,It’s been great forMy dogs. 
Annette,4 years ago,5,My fussy dog really likes it. 
Paula,3 years ago,5,Good price for a good product 
Timh,6 years ago,5,Excellent to keep weight down 
MrsPC,a year ago,5,Dog likes it as much as Hills 
Carri,4 years ago,5,Great quality and good price! 
Samantha,a year ago,4,My dog didn’t like this brand 
Neece1207,3 years ago,5,"Great food, our dog loved it. "
James M,a year ago,5,Always a consistent product. 
kg2017,2 years ago,5,Our dogs love this dog food! 
Bitz,4 years ago,5,Perfect chow for my big boy! 
Shopper 1,10 months ago,5,really works for wt. control 
Bertie,4 months ago,5,Good value for quality food. 
Jill,3 years ago,5,Great product for the price. 
Emme,a year ago,5,Hope it is in warehouse too. 
Hman,5 years ago,5,"My lab loves this dog food, "
Charlie,3 years ago,5,So so good the dog eats it. 
Becky,3 years ago,1,My dogs love this dog food! 
Debp,4 years ago,5,Dogs loves it. Great value 
Sue M,4 years ago,5,Well balanced for my dogs. 
Anonymous,4 years ago,5,The one the dog likes best 
Alex,3 years ago,5,Great value for your money 
Becky,3 years ago,5,"Excellent, healthy kibble! "
Robert,2 years ago,5,Good product. Dog likes it 
Happy owner,3 years ago,5,My dog seems to like it... 
Seth,2 years ago,5,Our labs seem to like it. 
Andy100,11 months ago,5,Gets rid of headache fast 
larapenny,5 months ago,5,the dogs seem to like it! 
hmq1,4 years ago,5,Great quality great price 
Carrie,4 years ago,5,The dog seems to like it. 
Brando,3 years ago,5,My mini Aussie  loves it! 
mike,5 years ago,5,great dog food good price 
None,5 years ago,4,"Fair price, good product! "
Buckeye 72,2 years ago,5,Good for overweight dogs 
Buckeye,3 years ago,5,My dogs love this stuff! 
Robin,10 months ago,5,Our dogs love the taste. 
Marce T,4 years ago,5,The dogs really like it! 
Faith B,3 years ago,5,Healthy and priced great 
Val T,3 years ago,5,My black lab loved it!!! 
Elaine08,4 years ago,5,My dogs love this food. 
Bitz,4 years ago,5,Perfect chow for my big boy! 
Shopper 1,10 months ago,5,really works for wt. control 
Bertie,4 months ago,5,Good value for quality food. 
Jill,3 years ago,5,Great product for the price. 
Emme,a year ago,5,Hope it is in warehouse too. 
Hman,5 years ago,5,"My lab loves this dog food, "
Charlie,3 years ago,5,So so good the dog eats it. 
Becky,3 years ago,1,My dogs love this dog food! 
Debp,4 years ago,5,Dogs loves it. Great value 
Sue M,4 years ago,5,Well balanced for my dogs. 
Anonymous,4 years ago,5,The one the dog likes best 
Alex,3 years ago,5,Great value for your money 
Becky,3 years ago,5,"Excellent, healthy kibble! "
Robert,2 years ago,5,Good product. Dog likes it 
Happy owner,3 years ago,5,My dog seems to like it... 
Seth,2 years ago,5,Our labs seem to like it. 
Andy100,11 months ago,5,Gets rid of headache fast 
larapenny,5 months ago,5,the dogs seem to like it! 
hmq1,4 years ago,5,Great quality great price 
Carrie,4 years ago,5,The dog seems to like it. 
Brando,3 years ago,5,My mini Aussie  loves it! 
mike,5 years ago,5,great dog food good price 
None,5 years ago,4,"Fair price, good product! "
Buckeye 72,2 years ago,5,Good for overweight dogs 
Buckeye,3 years ago,5,My dogs love this stuff! 
Robin,10 months ago,5,Our dogs love the taste. 
Marce T,4 years ago,5,The dogs really like it! 
Faith B,3 years ago,5,Healthy and priced great 
Val T,3 years ago,5,My black lab loved it!!! 
Elaine08,4 years ago,5,My dogs love this food. 
Mary,3 years ago,5,Our dogs love it. 
Ryan,3 years ago,5,Love this product 
Anonymous,4 years ago,5,"My dogs love it, "
Sandy,4 years ago,5,My dog loves it. 
Mary,4 years ago,5,The dogs love it 
Mack,6 years ago,5,My dogs loves it 
Anonymous,5 years ago,5,My dog loves it. 
Mine,4 years ago,5,Dexter loves it! 
Karen,4 years ago,5,My dogs like it. 
Lisa55,4 years ago,4,My dogs like it. 
Anonymous,3 years ago,5,My dog loves it 
Maggie,4 years ago,5,Very good stuff 
Cat lover,4 years ago,5,My dog loves it 
NANCY,4 years ago,5,Great quality!! 
Simonne,3 years ago,5,Best out there. 
PPJ9,a year ago,5,my dogs like it 
Kimb,4 years ago,5,My dog love it. 
Anonymous,11 months ago,5,One of the best 
Tammy,a year ago,5,My dog loves it 
CML22,3 years ago,5,My dog loves it 
Anonymous,4 years ago,5,Excellent value 
Trish,2 years ago,5,My lab loves it 
Mizaro,4 years ago,5,My dog loves it 
Merley,5 years ago,5,Best dog food! 
David,a year ago,1,Never shipped! 
crazy judi,3 months ago,2,Lacking Flavor 
shokhead,5 months ago,5,dog eats it up 
Carolyn,3 years ago,5,Dogs love it ! 
RoPo,2 years ago,5,Dog loves it! 
Mardi,3 years ago,5,Dogs like it. 
Linabear,5 years ago,5,Arrived fast. 
Anonymous,4 years ago,5,Great product 
Juls50,2 years ago,5,Great service 
Anonymous,4 years ago,5,Great Dogfood 
khobbs2001,a year ago,5,Good product 
Xxxx,4 years ago,5,quality food 
slkred,2 years ago,5,rated highly 
Dean,3 years ago,5,Fast service 
Hunter,a year ago,4,Dog liked it 
Emily,3 years ago,5,Great value 
Chipper,2 years ago,5,Three Arfs 
John,2 years ago,4,Good value 
Kpetersen,4 years ago,5,Fine food 
Hank,3 years ago,5,Loves it 
xxxx,2 months ago,5,xxxxx 
None,2 years ago,5,Great 
Shelby,2 months ago,1,Moldy 
xmeyer,a year ago,5,"My MacBook Pro 13"" was about 5 years old.  Tired of the flaky butterfly keyboard, the battery capacity reduced, the camera no longer working in this age of zoom, I went for a new machine.  The base MacBook Air at $999 (a nice Costco deal) is a solid laptop with enough memory and enough storage for anyone who is not a gamer and does not store movies on the machine.  The m2 chip is indeed zippy and runs cool enough (again, not a gamer) that the no-fan design works fine.  The day-to-day experience is great:  excellent keyboard feel; bright, sharp screen; and clear, adequately loud sound.  I think you cannot go wrong with this machine at this price. "
sfdoglover,a year ago,5,"Great basic laptop with all the new bells and whistles. I switched from a late 2013 Macbook Pro, which was on its last legs. Set up and transfer were easy with a Time Machine backup of my old laptop. This new MB Air is lightweight, fast, with long battery life. It took some getting used to the new (to me) form factor; feels a little cheap compared to the heavy built old MB Pro. Also hard to get by with just *two* USB-C ports (and only on the left side) compared to every port I could possibly want on my old MB Pro. Be prepared to buy additional adaptors and such. Got the midnight color, and it looks cool but shows every smudge and fingerprint. "
Dave,a year ago,5,"It was time to upgrade my wife's old MacBookAir once hers was relegated to OS-Monterey. Mine was also getting a little long in the tooth, so we decided new MBAs would be our Christmas gift to each other. It was a very good decision. The new MBAs have the best keyboard I've ever used and that includes the M2 MacBookPro that I use to record audio/video clips). The screen is vivid - a big upgrade. The battery lasts all day (15 hours+). I love the new midnight case - my D-I-L remarked that she had never seen a black Apple before -- ""it's about time!"" she said. And lastly, the M2 GPU is extremely fast for the applications I use including large and complex Excel spreadsheets. "
SittingBull,a year ago,5,"I purchased this computer for working remotely. All I needed is WEB browsing, remote desktop and VPN...I used it also to watch YouTube.It worked really well across the board. Closing the flip make the computer go sleep and opening the flip wake it up immediately!I personally don't like much the build in mouse, instead I bought a simple Logitech mouse on AMZN for $35. It worked great!The only thing I didn't manage to figure out yet is the fingerprint login feature.Might be that my prints are kind of not stable, but this is not a real issue.Also if the bove is all you need, I don't see a real reason to buy the more expensive MacBook Pro... "
Arun J,2 years ago,5,"This is my first MacBook and definitely not my last. I don't know why I waited as long to make the switch from my PC but I'm glad I finally did. I'm already in the Apple ecosystem so there was minimal learning curve and as is with Apple products, it just works. I love the sleek design of the M2 MacBook Air and the responsiveness. I highly recommend this product! Also, Costco's price was lower than the Apple store, which made buying from Costco a no brainer "
SBSERENITY,a year ago,5,"So far it's good enough. I had to replace a 2-year old Air that was having issues. I know, it didn't last as long as I had hoped, but maybe it was just an outlier for the newer Macs? I hope so! I have been using Macs since the late 1980s and have been mostly satisfied over the years. Anyway, my partner bought a Pro and I bought an Air (both with the M2 chip). All in all they are about the same except her battery seems to last longer. If I am fully charged in the morning, by the time I finish work in the early evening, I need to recharge. That seems a little bit short for a charge, but it is better than the one that I had, and it works for my purposes. Finally I chose the Midnight color just to change things up a bit and to easily differentiate it from the other Mac laptops in the house; I like it. "
Andrew,a year ago,4,"I have multiple MacBooks but this particular model replaced an older Macbook Pro that I have had for years. This laptop works excellently, is lightweight, quiet (no noisy fan) and has wonderful battery life. I primarily use windows, but use my Macbooks for work.  The only minor downsides I have are the anemic amount of ram, the 60hz display, and so-so speakers when compared to larger laptops. These are small tradeoffs to make for something so portable and will likely not be noticed in day to day use.  This is a wonderful productivity device for non-intensive workloads. "
Cody,2 years ago,5,This thing makes my 5 year old MacBook Pro feel like a stone tablet in comparison.  Battery only needs to be charged every few days.  Light as a feather with a great screen.  These new M series processors from Apple can't be beat as every task I throw at it happens near instantly. 
DaveUWS,a year ago,3,"This is a lovely machine, but I was surprised that this unit with the new M2 chip seems sluggish compared to my older Air with the M1 chip. However, I watched a tear-down site online and apple has switched from dual-channel RAM access and dual-channel storage access to single channel for both if you buy the 8GB RAM and 256GB storage version. It doesn't matter how fast the CPU is if both RAM and storage speeds are cut in half. "
David,a year ago,2,"Please read about the problems with the 256gb ssd in this mac before you buy. They are slower than the previous generation’s 256gb ssd bc they are just one ssd instead of two 128gb ssds.  It is also soldered in so you can’t change it out.  With only 8gb of RAM you will occasionally be writing to the ssd drive which will decrease its lifespan over the long run.  I bought a previous generation m1 MacBook Air (256gb ssd 16gb RAM) at the same time and though it doesn’t look as nice out of the box, and is an m1 chip instead of the m2, it performs better.  Even though it was ~200 dollars more,  I  have more piece of mind that my ssd will last longer.  The difference in display resolution is not noticeable to me and the space gray m1 does not show fingerprint smudges like this midnight m2 does.   I will be returning this one but if I were set on getting an m2 I would pay extra for upgraded 16gb RAM and get one of the other colors that don’t show fingerprints. "
Vega,2 years ago,5,First time Mac user so can’t compare to previous model. I like the long battery life. MagSafe connection is great. Very little learning curve. Best part is purchasing from Costco. Cheaper & extended warranty. Now I just need to look for a thunderbolt docking station. 
STEVEN,a year ago,3,"Nice size and great specs with 8+8cores CPU/GPU.  But the 256GB is way too small for today’s use…like buying a 16GB iPhone in the past.  The 8GB RAM is another big constraint.  Despite the seemingly strong specs (other than RAM and HDD), the M2Air doesn’t like heavy load; especially when running multiple apps.  Slows down tremendously.  Good only for patient folks with no need for heavy computing. "
bumblebeelatte,9 months ago,3,"I love that Costco makes it super easy to purchase.  I received my computer super quick - the next day.  I realized afterwards that this model has the M2 chip, but the running memory is only 256GB of storage and 8GB RAM.  With some quick research, I found out that some were questioning  whether this is enough.  For me, it is not.  I keep many tabs open and a few browsers open for personal use and work.  I find that it is sluggish at times.  Just enough to be annoying. I know it is the computer because I did not have this problem with my older MAC with a M1 and more memory.  Costco is good at have upgraded items at a great price and I didn't do my due dilagence and research it.  The good news is, I think I may return it and see if there is a MAC laptop with higher memory.  Costco has such a great return policy. "
kato,2 years ago,5,Great product.Buying from Costco was cheaper that from Apple and extra year of warranty was included. 
Jacob,2 years ago,5,The laptop meets all my expectations and then some. As for the color choices I went with midnight. I looks sweet but the amount of finger prints and any other dirt grime it shows is rather annoying. I would go with space gray if given another chance. 
Donaldw1937,a year ago,4,"Just as a way of introducing myself: I worked for the Detroit News for nearly 40 years, the last 15 or so as Computer Coordinator. We use basically Apple computers for Graphics, etc. The one that is described in this interview is as described.  I have been retired for 22 years and have forgotten more than I ever knew, ha, ha. This is my fourth Apple computer and have been more than satisfied with all of them. They seem to be more troublefree than the PC's plus the fact that there are telephone numbers that can be called to talk to peopleabout problems and there is no charge for trouble shooting. There are numerous ""help people"", buta lot of the time they seem to be reading from an trouble shooting handbook or something. The only downside, in my opinion is the fact that the beloved Apple engineers seem to make improvements that are fairly arcane to an Old Fogey like me. I am 85 and have some difficulty in sorting through all the changes; almost to the point that I was giving serious thought to retiring thecomputer to Costco. But I aim still slogging along trying to make sense of all the ""improvements""that have been made and still think highly of Apple "
n2wind2000,2 years ago,5,"Everything I was hoping for, in replacing my 10+ yr old Macbook Pro. Apple quality, durability, lightning speed and ease of use. Simple automated data transferring from older equipment, Apple made this so easy to upgrade with zero headache or hassle. Costco makes it even easier with an additional 12mo. of warranty on top of Apples manufacture warranty. "
dimes4slim,a year ago,5,"Apple never disappoints. This was a replacement for my 9 year old Macbook Air which was running short on memory. I never got more than 5 years with a Windows laptop, so even though this Macbook Air was more expensive, the quality and longevity more than made up the price difference. "
BamBam,2 years ago,5,"I was worried that it may struggle with only 8GB of ram, but not at all. This laptop is super fast even with dozens of browser tabs open. "
Vince20151,4 months ago,5,"I've never owned or used a MacBook before. Thought I treat myself buying one of these. Oh boy indeed all the rave reviews are true. This is true quality. The material, the screen, accessories. Love everything about it. Only that a few of iPad apps are not available. But when it is not, I can resort to using it the app on the browser. For example, Netflix is not so I use netflix.com. Still trying to get used to the interface and file systems but so far love everything about it. Well, except the lack of ports. There are only 2 USB - C ports so if you need more, you'd have to invest in a USB hub. "
Adam,2 years ago,5,"Screen is amazing. Battery life is great, I've been using it for three days and haven't charged it yet. Build quality seems on par with other apple products. Really the only negative so far is it's a fingerprint magnet, however, nothing a case won't fix. "
kris817,2 years ago,5,I was replacing a 6 year old MacBook Air that was randomly shutting down and becoming very slow with this new one in Midnight.  I love the color and it is so fast compared to my old one.  Glad I finally decided to buy it. 
Emma J,a year ago,5,"Replaced my 2012 MacBook Pro. Love the upgrades in technology, speed, ease of use, and the lightweight feel is perfect! I am on my computer a lot, working with Word, Excel, Photos, and various other apps. This computer handles everything I need seamlessly. "
RottenApple,11 months ago,2,"I did a 2 hour troubleshooting session with Apple and they determined it was a hardware failure (this included doing a partition and creating a new account). Returned it. 1 star for how great it was until then and 1 star for Costco's great return policy. It was never dropped but, it is designed (as seen in the pictures) to be opened by the top part of the screen right where the camera is. I wonder how many others had this failure. "
Jason,a year ago,3,Great computer but really disappointing that the SSD is so slow for a $1200 laptop and only 8 gb of RAM. It's a shame the premium you pay with such a limitiation. 
Lena,2 years ago,5,Great computer. My 9th grader is very happy. Fingers print unlock button is so convenient 
High class Cheapskate,4 months ago,3,"It took me a long time to save up for and even longer to decide on the 13.6” M2 Air, after ruling out the 15” M2 Air and the iMac 24”.  About two weeks in I noticed that speeds slowed I randomly and then this week it started freezing up on me. I discovered that it’s an issue specific to the 13” M2 Air 256MB, and it’s well documented on the web. Huge bummer.  Luckily, I have about two weeks left before my 90 day. It ends for returning it to Costco. I am so grateful that I chose to buy it at Costco. Exactly for this reason. Otherwise, I would’ve been stuck with it. I think I’m gonna go with the 24 inch iMac this time, I ended up buying an external Apple Magic Keyboard with touch ID and number pad for economics so I might as well just buy the desktop and use my iPad more often.  I hope that other people are aware of this issue, though I hope more that nobody has to do with it. Godspeed. "
Nikhil,11 months ago,3,"I like this new MacBook Air. It is light weight and sleek. However, I am noticing that my MacBook freezes often whenever I wake it from sleep. The machine fails to reload web pages and redirects to ‘update your browser’ window even though I have the most updated version of safari and OS. "
JChen,2 years ago,3,The speed of the SSD on this M2 chip MacBook Air is only 50% of the M1 MacBook Air. I see no overall performance improvement. 
Andrea,6 months ago,5,"I have had Apple products since 1985, and despite the relatively high cost, they have made my life easier than it would be with PCs.  I love that all my devices are connected.  This model is a bit smaller in circumference than my 2013 Macbook Air, but the screen size is the same.  It's lightweight and compact, making it easy to transport.  The battery promises to last 18 hours, which is essential for me.  (The only reason I chose to buy a new Macbook was that the battery of the older model has pretty much died.)  I use my laptop for online  teaching, zoom meetings, emails, and photo editing--it's perfect for me. "
ET Aurora,a year ago,4,Exactly as advertised but would benefit from additional ports. Snobbish to require add-ons 
Sarah,2 years ago,5,"I was debating getting the pro, which I didn't need. I'm so glad I didn't because the M2 air is all I've ever wanted. The battery lasts me the entire day if not another. It's perfect for my on-the-go self and the speed is unbeatable. No glitching Touch Bar anymore, sayonara pro. "
Medium,2 years ago,5,"Superior speed and intuitive user interface, excellent screen clarity, impressive sound, incomparable overall feel and style "
David,a year ago,5,Great modern Mac. Best value of the apple products offered currently. Extremely fast and so nice. 
Anil V,a year ago,5,"I replaced my old Macbook 13 Pro from 2014 with Macbook Air M2. I have an iPad Pro M1 and this is much better and practical than iPad. My biggest gripe with iPad is that it is functional only with an expensive keyboard case and still doesn't offer desktop experience, whereas Macbook Air is portable, light and very much practical with lot of battery. This model has dedicated Magsafe 3 port for charging which leaves one USB-C port for other uses. It comes with Magsafe 3 30W white charger with odd looking black cable. I appreciate the inclusion of TouchID for quick authentication. The trackpad and keyboard is very good. It has a larger screen and lighter than Macbook Air M1, Macbook Pro 13. However on the downside, none of my existing USB peripherals work. I'm going to purchase USB-C dock to hook up monitor, keyboard, mouse dongles etc. Second issue is that it is a fingerprint magnet. It has dirty fingerprints all over the surface within no time. Third issue is that in-built webcam is very soft, grainy and lack quality. I wish there is at least one USB port for the backward compatibility. For the given price and exceptional value it provides, I would strongly recommend it for anybody. "
David,a year ago,1,"MacBook would NOT power up. Called CONCEIRGE and Apple support. No luck. Costco return process was good, although still waiting for credit. Where is Apple’s quality control? "
hello,a year ago,1,"I received the product with dead battery, which is not common, and never happened to me and I have purchased multiple mac products. I may have received a product with defective battery so I now need to go through warranty/exchange process. "
William,8 months ago,1,"When I started the laptop, the cursor would not move. Restarting it did not help. I contacted Apple support and was told to take it to the Apple Store. Person at the Apple Store diagnosed the problem to be a non functioning trackpad. They recommended I return the laptop to Costco. I returned it and was reimbursed. Please make arrangements with me to replace this defective laptop with a new, functioning  machine at the sale price I paid. "
David,11 months ago,1,After five months has a one and a half inch bar down the middle of the screen. 
Lulu,2 years ago,5,"This new MacBook Air is fabulous! Quick, better ergnomics, love the new gold/silver color!  So far, so great! "
NashvilleBrit,a year ago,5,"Great price and secure buying from my favorite store. Bigger and brighter screen, much better keys, lighter and faster. Also like the dark grey. The best change is the re emergence of the MagSafe power connector, so much better than the useless USB C. "
MSUL,a year ago,5,Glad I bought this at Costco instead of Apple- got the rebate on the product instead of an apple gift card.  My MacBook Pro was from 2009 and I couldn't get on any websites and it was SLOW.  This is just what I need for the simple things I do online. 
Blackbelt2008,4 months ago,5,"I’m very happy with my purchase! I’ve been waiting for a good deal since last year and when I saw it in one of the branches of Costco that I usually go that it was on sale I decided to buy and get it delivered. The price was right, delivery was on time as promised, and the performance of the computer is great. The price came with a two-year warranty as well that you can’t find anywhere. "
Caroline H,6 months ago,1,"I bought this laptop on 11/17/23, and within 1 month it can not type some letter on keyboard, I am really upset. "
Janet,2 years ago,5,"I love my new MacBook Air! Super easy set up, beautiful display screen. Not one complaint! "
Kay in MT,5 months ago,5,"I'm an Apple person with an iPhone and iPad but work was always PCs.  I'm recently retired and set myself up with a home office space.  On the fence whether a hard drive or a laptop.  Laptop won and this model fit my needs perfectly.  Love the slim design and yet plenty of memory and speed. Able to move around my home from office for Zoom, checking emails, etc., to casual watching movies snuggled on my couch.  And when I travel it's perfect. Hope this helps knowing how satisfied I am! "
Spark,a year ago,5,"Congratulations on your new MacBook Air M2! I'm glad to hear that you chose this laptop. The MacBook Air M2 is a great choice for anyone looking for a powerful and reliable laptop. The 8GB RAM and 256GB SSD storage are perfect for everyday use, and the M2 chip ensures that you can run all your favorite apps and programs with ease. One of the best things about the MacBook Air M2 is its battery life. You can use it for hours on end without having to worry about running out of power. The laptop is also very lightweight and easy to carry around, making it perfect for people who are always on the go. Overall, I think the MacBook Air M2 is a great laptop that offers excellent performance and reliability. I would definitely recommend it to anyone who is looking for a new laptop. Enjoy your new MacBook Air M2! "
Beachdudes,a year ago,1,Overall computer works well but not having a HDMI port makes it difficult when traveling and using different monitors. After spending $1000 why should I be forced to buy additional hardware just to make it work. 
Bob C,3 months ago,5,"I've been really liking my MacBook Air Apple M2 Laptop so far! I do a lot of audio work for my job and having a noiseless fan for hours of recording really is helpful to get crisp and clean results. It's also good for school work as well for any students who are looking for a laptop for their studies, highly recommend! "
BeachLady,a year ago,5,"Mac. What's not to like? This is my first foray out of PC Microsoft world, and after a short learning curve, I'm loving it. I'll admit to wanting a Mac ever since the MacAir debuted in the manilla folder. It was a treat for myself.The M2 handles what I use it for: email, browsing, image editing (GIMP) very well. The battery life is terrific and it doesn't overheat like my PC did. It's lightweight, which was important to me for traveling. The camera is rated higher than the M1 and the chip is faster.The migration from PC to Mac went well. I could keep using OneDrive and DropBox, as well as ICloud. I have an iPhone and I'm delighted at how the Mac and iPhone interact. I can get my texts and calls automatically on the Mac.Love the color. I went with the gold. It's quite subtle and doesn't show fingerprints. "
Amber,2 years ago,5,"I bought this laptop for my senior in HS so he could get his college essays done and have a laptop for school. He is loving it! Only downfall is, it is not touch screen, in this day and age everything is so we expected it to be touchscreen. "
Liz B,5 months ago,5,I’m very pleased with my new MacBook Air! I have wanted one for a long time and just kept putting it off and decided for my 70th birthday I was going to get what for me I love the speed the graphics are great. It was easy to learn to use because I already have an iPhone just perfection. 
Kendra,a year ago,5,"The battery life is absolutely unbelievable. I use the computer primarily on evenings and weekends as my personal computer, often browsing various sites, but sometimes streaming shows, or chatting with friends over zoom. I usually don't have to charge for 3-5 days. It's lightweight, comfortable to type on, the trackpad is great... everything about the M2 MacBook air is just a pleasure to use. It was great to get a slight discount buying through Costco, too! "
Do BI,2 years ago,4,Love it. It replaces a older Mac book. So light and fast. Bought for business. Just wish for touch screen 
Mr Bad Surface,a year ago,1,Lost internet connectivity regularly. Could not stay on zoom calls. Returned product. 
Jerome,a year ago,5,"This MacBook Air was a huge upgrade from my 8 year old intel-based MacBook Air.  This laptop can run many applications at once and have 25+ tabs open in Safari & Firefox without slowing down.  Ignore the reviews from the tech critics out there saying that the base model isn't good enough.  I think this laptop is just fine for the average user who surfs the web, works in MS Word, does some light photo editing, plays a few games, etc.  With an external hard drive, 256 storage is fine if you store files on the cloud and/or have an external hard drive.   I'm also glad this MacBook Air can connect to my 8-year old (but still surprisingly good) Apple Thunderbolt Display (with a $35 adapter). Finally, the sleek & minimalist design made the upgrade worth it for me alone.  It's a joy to carry around this laptop -- carrying it with the lid closed, it feels like an iPad in your hand.  The midnight color is gorgeous, even though it attracts fingerprints unlike anything I've seen (I just embrace the fingerprints now haha).  Keyboard and trackpad feel premium. "
Ronnie,a year ago,5,"This MacBook Air is VERY FAST.  The software easily connects with an older computer and transferred files and applications seamlessly and automatically.  It may take a while though depending on the amount of data to be transferred.  The USB-C ports are also very fast - but here are the WORTS:  There are only 2 USB-C ports, and NO OTHERS!  They are too close together for some interface adaptors, USB-C to older USB OTC connectors. Because the computer only has 2 USC-C ports, a USB-C Hub is needed to connect the computer with SD micro cards, other devices with older USB and HDMU connectors.  The great advantage Apple has over other PC's is the computer's plug-and-play capability, a feature that eliminates a lot of user frustration! "
Dani,5 months ago,5,One of the best Macs I’ve ever owned. My wife bought one of these from the Apple Store last year and she loves hers so much that she bought this one for me when she saw it was on sale. I needed a new computer and I’m incredibly satisfied with the purchase. It is fast. Sleek. Looks great. Love the new charging port. I don’t know too much computer lingo but I can tell there is a significant improvement with this Mac over previous versions. 
Tony,6 months ago,5,Black Beauty.  Set up was smooth and everything workin as good or better than anticipated with a few tweaks after calling apple.  Battery Life is best of any laptop I ever had.  Never had a bad apple purchase. 
Mona M,11 months ago,5,I gave it to my son as a graduation gift. He said he loves it so much because of how easy it is to navigate the product plus it easily connected to his iPhone 14 pro max. He kept telling me thank you mom. 
Jamie,a year ago,5,"First time Mac owner after owning PCs for the past 30 years and I don't know why I waited so long. Great battery life and the updated OS makes the settings more intuitive, especially for iPhone users. "
HnS22,6 months ago,5,"Debated between the air/pro M2 13"" for a while before deciding on the air. I made the right decision!! Saved $$$ by purchasing on sale during amazon prime sale (when other companies also partake in sales). I use my laptop for every day/personal tasks and dont run any large programs or play games, so this is perfect for me. I continuously have 10 tabs open along with other apps + spotify running and dont experience any lag. "
